	TAD	DHS_0	DHS_1	DHS_2	DHS_3	DHS_4	DHS_5	DHS_6	DHS_7	TAD_volume_0	TAD_volume_1	TAD_volume_2	TAD_volume_3	TAD_volume_4	TAD_volume_5	TAD_volume_6	TAD_volume_7	SDOC_0	SDOC_1	SDOC_2	SDOC_3	SDOC_4	SDOC_5	SDOC_6	SDOC_7	mean_expression_0	mean_expression_1	mean_expression_2	mean_expression_3	mean_expression_4	mean_expression_5	mean_expression_6	mean_expression_7	adjacent_TAD_contact_0	adjacent_TAD_contact_1	adjacent_TAD_contact_2	adjacent_TAD_contact_3	adjacent_TAD_contact_4	adjacent_TAD_contact_5	adjacent_TAD_contact_6	adjacent_TAD_contact_7	SDOC_std
81	"chr1	60580000	60900000"	-0.174904791217282	-0.209170220981026	0.0933002551938856	-0.00435692625282478	0.157575894513617	0.268993557990435	0.477881561454153	0.775419914079306	-0.461814922977952	-0.439961241101635	-0.448764404163615	-0.511617486719655	-0.420615829355149	-0.501510656252018	-0.499231548170629	-0.842957444015015	0.168391438799253	0.127579092079744	0.37644339081596	0.322812237527	0.377351274786153	0.541555857144887	0.728114256225903	1.14201459952553	0.5561139344911498	0.527411974978535	2.400921356632358	0.11992507479831883	0.19116555804543192	1.9647629556425381	2.7932426725568376	3.518935699462585	4.96948053254588	4.441105532093865	5.033920667641963	4.718125998958455	4.740564883612284	5.0453109308467035	4.932902422805023	6.1884888009103065	0.31034132734394015
82	"chr1	60900000	61020000"	-0.541074966270738	-0.291103400459837	-0.136592358862425	-0.141937099122614	-0.0726161176073976	0.194153264250758	0.257417896030933	0.360026872514594	-2.11867569630025	-2.13629808549651	-2.17137271639832	-2.14625157124657	-2.12753862357429	-2.19223692455996	-2.14542337296319	-2.21651379144974	1.44576404644843	1.92162441012105	2.11480713521505	2.06459571170709	2.06897039484699	2.41543520439565	2.5063232009268	2.48127348122456	0.49184591489648616	0.6952874320788138	1.9322577516137476	0.34434335182676507	0.8224968509019359	5.052424589249339	3.280779676773458	1.6190748943551243	-0.5287201933766686	-0.5703724636403495	-0.6544021475093847	-0.5384269712874517	-0.46555636621160845	-0.6512723494274947	-0.6091020523246383	-0.8043324029260146	0.3290633744875721
86	"chr1	63280000	63660000"	-0.541074966270738	-0.000113292730979958	-0.353859301172668	-0.201533392443787	-0.709328641323674	-0.556331575252251	-0.577150336459081	-1.53773347842789	0.249607166377677	0.307018914726278	0.311997372609226	0.352315560682313	0.289038818980849	0.49224299415289	0.402445453081395	0.313756672625596	-0.515775908926641	-0.233266126804794	-0.443105962009783	-0.376460493182995	-0.648510479164556	-0.624561101948201	-0.566569672194596	-1.57567689747393	0.0	0.018278392717624586	0.0	0.0	0.0	0.0	0.004943104022461526	0.0	-0.3528730010819549	-0.3707732998278399	-0.5640793795472421	-0.52541354297033	-0.4922618623681412	-0.6308199054083538	-0.553655859711532	-0.36568827365692685	0.3820935691585961
89	"chr1	64480000	64760000"	-0.101225872234568	-0.291103400459837	-0.196038664408668	-0.141937099122614	-0.2195917478466	0.116873240554915	0.216962867045356	0.549300039949421	-0.170431183889873	-0.0907810737733253	-0.238993670627556	-0.195441567476376	-0.158514565253918	-0.431709170267812	-0.41836138710364	-0.591383163431872	0.0455754294890036	-0.182867431722245	-0.0298365724650057	0.00464340175688852	-0.113304523509028	0.342051111813442	0.446962741993712	0.823061224615345	2.5991900362833937	2.8071278136723334	2.793830613589447	2.339068898973862	2.92419190516266	2.6635635629192267	2.7192973369738276	2.1270722207207484	0.06297623943646763	-0.054737549932004054	0.11629809256584736	-0.10267359242293062	0.09193951097715777	0.27617010501765105	0.42996913454833136	0.8710142803225633	0.3202078274674428
93	"chr1	66700000	66940000"	-0.43999708808718	-0.556410603472855	-0.759514830546224	-0.538703096348378	-0.386343983240283	-0.0387162077601954	0.0730392023717019	0.0539979374356437	-0.78373685143081	-0.717000679765428	-0.815411099709849	-0.679135490832114	-0.600130531584365	-0.848682346393095	-0.966382028927797	-1.04652589218051	0.138237847688148	-0.00240579879485852	-0.154527668017341	-0.0367642506586596	0.0291564744686902	0.493039401346117	0.647769944075794	0.683920358839679	5.472797956646826	5.405449692766996	5.425570954736286	5.7903463875750205	6.22787696991555	5.669522560550153	5.350007947155062	4.535401293730835	-0.5606665685128401	-0.5826127731066427	-0.517465945597379	-0.4868265261829266	-0.4525510236215759	-0.395064459897752	-0.5430895497630042	-0.3971843812950852	0.31051261268422126
100	"chr1	73920000	74220000"	1.72682403171903	1.70451640064182	1.77420360607761	1.39118493314382	1.55831452983366	1.40330872205911	0.907007848336644	0.136166725541447	-0.521348973208213	-0.489406042273927	-0.367271502860595	-0.431647108326813	-0.475886925631026	-0.373917061996213	-0.401053210343813	-0.403381998166822	1.67943456491371	1.73721183432257	1.62879580323278	1.31538608612193	1.52748148112472	1.23126038399126	0.986256632249104	0.375107015389777	2.10657746842597	1.3994900030695325	1.5982491643765802	1.490335867355873	0.9758805911653182	0.6532777961305115	0.4501695207649942	0.6168688499148264	-1.1118788715354735	-1.0715031493378335	-1.035708270144889	-1.0800975135467348	-1.1067906487375443	-1.1371724794606555	-1.1476456282962502	-1.1480911302621954	0.42617254381590747
117	"chr1	84100000	84320000"	-1.16295075666002	-0.801273984727164	-0.627928607861192	-0.538703096348378	-0.481992936159033	-0.893241479580413	-1.30564274642021	-1.53773347842789	-0.7652671349507	-0.757774582854654	-1.0074717154594	-0.986405873099333	-1.00582869097788	-0.823525342668008	-0.559242244477359	-0.642719542007057	-0.541448842183962	-0.192757311555887	0.0390921670897833	0.148529959036884	0.165417518695465	-0.316092705672304	-0.775495268899153	-1.57567689747393	0.7705516837102689	0.7962139810118103	1.1145602598450364	1.5456076502533347	0.398284692293757	0.0	0.13437788592770933	0.03194365491949412	2.143234535430287	2.872348413282795	3.4040899853684965	3.6430977672623457	3.729810038934585	2.693141653679691	1.8339315762789488	0.4207123235041236	0.5481472192706814
118	"chr1	84320000	84680000"	-0.954455776880396	-1.11424212646837	-1.20663546378838	-0.767344749555716	-1.20184879237073	-1.99350292052376	-1.81256591115843	-1.53773347842789	0.316839941564545	0.182285841096521	0.174418885078443	0.222779694211654	0.285580736171484	0.379148691443963	0.349338862372243	0.289428852060071	-0.796912891659425	-0.87350457165338	-0.978426564217072	-0.649977859955302	-0.977032742615655	-1.95828776478229	-1.81444291608875	-1.57567689747393									-1.1827138539151159	-1.0851955377567006	-1.167241637383555	-1.136606261956085	-1.1066143025106776	-1.136444627832539	-1.2171472708009576	-1.2200612646158668	0.4695758727687251
120	"chr1	88020000	88240000"	0.382653879528915	0.46696384202937	0.919691275991113	0.531309749634204	0.586381209463635	0.268993557990435	0.0730392023717019	-0.0320939341697287	-1.42904277934727	-1.56647197546144	-1.57387165477403	-1.43661989933076	-1.48657669817534	-1.13669311204701	-1.16612093510563	-1.17452263238068	1.21608059641923	1.51896680207284	1.89300056940735	1.46171626297723	1.50783334224339	0.950755204907123	0.751914434712805	0.670721566554471	2.5478136133360656	2.1769895716741106	2.335495838302263	1.898149950523539	1.4855885042587713	0.8945234213809292	0.7355948126060518	0.669458114906854	-0.446676286761996	-0.4541796168656256	-0.3210001659041086	-0.34447174868789643	-0.5218651889627998	-0.2689856606379341	-0.17541084814742391	0.3617885277685558	0.39864460707864185
122	"chr1	88960000	89060000"	-0.43999708808718	-0.291103400459837	-0.269617161118086	-0.44697503394277	-0.588304626070414	-0.649229639009923	-0.380747653849148	-0.740164058136257	-2.40437787059017	-2.30114761793734	-2.89791268610131	-2.43128061156352	-2.50825612960358	-2.28599867144052	-2.51659043766045	-2.92566536350216	2.23515708687423	2.34546806082941	2.738730679506	2.39334602326116	2.14748646787001	1.72987405006281	2.26124633241329	1.71811489936249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.713019393597625	0.6421117941278365	0.4274482416926191	0.7309322491533496	0.6095695065848713	0.5665934331819742	0.6872334688387413	0.41693390200711916	0.31812615147418694
128	"chr1	91100000	91540000"	0.715777946077683	0.768020464889713	0.815603845414943	0.819200852002627	0.688668292758482	0.345133135392285	-0.177003533176917	-0.740164058136257	0.329856335948658	0.369098227081351	0.450983686629214	0.322867145255587	0.310924905604219	0.426874512488794	0.541771750913899	0.565797581312219	0.239205826154	0.226522467204966	0.215339955939488	0.253390541917488	0.190660275402898	-0.0713529740661278	-0.370737793873169	-0.735948575692935	0.5962422845953161	0.5431133429695476	0.41203360362534225	0.5242959660757527	0.18853243687566743	0.14031605814977366	0.05653083926192949	0.004481609759972637	0.011779059633712558	0.09709320299862868	0.003947252051319446	0.226479779811202	0.1097924264798501	0.036053099636172065	-0.12617278638397708	-0.11933021323138902	0.3426494664198018
129	"chr1	91540000	91860000"	0.466552818129661	0.46696384202937	0.344176947459278	0.488374153872933	0.534537869978193	0.15478702236183	-0.233773239823066	-0.740164058136257	-0.182730578316638	-0.33063438717522	-0.234565436202831	-0.296729647851227	-0.253515347163301	-0.237599477546503	-0.0959458314732888	-0.0047609409005322	0.470396453973043	0.60384261614359	0.410292459099898	0.542855392826053	0.574400918791088	0.234618617894055	-0.108856462352499	-0.542328362875877	2.029253014813917	1.236182744286195	0.7355344960472316	1.439264495551841	1.4610693597504305	0.5849400584491942	0.3177590854389634	0.0	0.0916444732696472	0.469495693384847	0.18494015188551294	0.10462141965630391	0.29324328145111894	0.4184442031355933	0.26953593910875584	0.18735991186367323	0.3779853674421495
131	"chr1	92520000	92800000"	-1.4382863852072	-1.62650534979397	-1.20663546378838	-1.52065875067353	-1.01571034939012	-0.649229639009923	-0.868928866645021	-0.126226118042798	-0.129630682355797	-0.275996230140104	-0.198524442884376	-0.176311273032454	-0.318859276048253	-0.358720026438754	-0.251886350309816	-0.362283850067664	-1.03946713126754	-1.11285871199381	-0.797292454155516	-1.03494146554958	-0.588387000797011	-0.333589282285887	-0.490187976918455	0.137461438800204	0.0	0.0	0.0	0.0	0.0	0.0	0.01381112292251048	0.0	-0.5585028216703685	-0.5537198092338379	-0.5345080959681461	-0.4905124386125146	-0.5675659825752501	-0.707088373769097	-0.8064830982971969	-0.7496078915183984	0.4007658496702787
133	"chr1	93440000	93800000"	-0.789549696148118	-0.556410603472855	-0.269617161118086	-0.767344749555716	-0.386343983240283	0.729665964817169	0.93163707135978	0.725799310144022	0.177000259563586	0.0950702113846415	0.204599281112558	0.231142226497874	0.108028793546214	-0.0380154435637165	-0.0779931564604942	-0.177450717933517	-0.655362734198731	-0.462255336991067	-0.340214060240629	-0.653476610005218	-0.357227144196002	0.491006207311521	0.742094013302196	0.617163869360061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3824058545289507	-0.4231829204312735	-0.4326456284960849	-0.45001798389515724	-0.44138478370673817	-0.3513042916944878	-0.06715427047248136	0.2379258453031746	0.5520946691114843
134	"chr1	93800000	94060000"	-0.0365379750808406	0.254276372895893	0.200874007961274	-0.141937099122614	-0.0726161176073976	1.1585706787334	0.988003793919525	0.488686631300554	-0.472913104689541	-0.46212461371383	-0.469166599880573	-0.421831175464385	-0.478853484289008	-0.419965665213324	-0.405542338177253	-0.430563370741068	0.29795472760804	0.504690643621309	0.48203229027935	0.151624314283803	0.218146029819083	1.14333845335214	1.06071529990898	0.653234690548603									1.007706943714355	0.4952994718745217	0.7682460293103328	0.2970599024008614	0.6705632121004856	1.6595399772979937	1.8231822823005839	1.3239334385099821	0.34659180259778954
137	"chr1	94520000	94780000"	0.715777946077683	0.899782992951735	0.569943136487171	0.379116251502109	0.303431859272977	0.268993557990435	0.0161876823811325	-0.318308123170192	-0.508048177116393	-0.527032574602557	-0.306611411198192	-0.548116101000628	-0.55549525498531	-0.511367533207939	-0.340433060456178	-0.355793711647922	0.882529514362343	1.1039931937485	0.653342746823087	0.665043709506724	0.632941669127734	0.545113168412898	0.230806937505804	-0.0491449310778011	2.2763472148553667	1.4336989795478907	0.7550727061785297	1.064807846823486	1.2303017671791527	1.0431543933621932	0.7735073361293702	0.9249973234131361	0.709582609926238	0.940341499317649	0.09190244270998722	1.102389893713564	1.0175676822638473	0.5206151873308492	0.5628245299362131	0.32961615776479564	0.33548617905589634
138	"chr1	94780000	95040000"	0.758038131508882	0.720220243285045	1.01114040390168	0.379116251502109	0.400612846035439	0.268993557990435	0.257417896030933	0.136166725541447	-0.324174850735457	-0.542179740968467	-0.410030472535738	-0.239823804877181	-0.333842438078695	-0.208456219640183	-0.29343846813639	-0.107353039175075	0.780209674440751	0.998631083133811	1.10111448629263	0.414499738114035	0.53888883309012	0.315292222218712	0.401035004079867	0.172376654659554	1.585606879031247	1.6188831419398264	1.4844275233811826	1.473859372360939	1.434061762950538	1.4397347532333158	1.4482777877060828	1.5348543762937084	-0.021313025370084813	-0.06445529454758041	-0.0867202636117086	-0.08539001806252165	-0.10830040675675977	-0.2483611306513918	0.10437633678742626	0.14557772949335884	0.31292783933653845
145	"chr1	99360000	99680000"	-0.658446952331347	-0.66189827334101	-0.524566652612661	-0.353977144405453	-0.386343983240283	-0.556331575252251	-0.233773239823066	0.285911785371275	-0.27170992991652	-0.219454444634362	-0.265596709217004	-0.154314339480831	-0.293874032291224	-0.448209750735853	-0.324917679849414	-0.667095934976115	-0.321107629010349	-0.371053892087068	-0.250976161418075	-0.19904224376522	-0.164010991038867	-0.193719069177613	0.0241587309431274	0.659768307608923	3.0928493476070336	2.8219589940302323	3.305926545519185	3.122409030235792	2.7824928986546915	3.3980561581823125	3.3584205042670354	3.468007624059138	0.0021616334332399388	0.39695788862870207	0.44669056637176835	0.0970889780775064	0.030170093872324777	0.3217463484164384	0.6386630939345267	0.9729966626555252	0.30831679612417645
160	"chr1	122460000	123080000"	0.293541892575265	0.254276372895893	0.245225871376661	-0.00435692625282478	-0.143887152179293	-0.212667966162771	-0.577150336459081	-1.53773347842789	0.803298952244889	0.693733371246368	0.769238574442623	0.860169069245631	0.809241906205342	0.762493940072125	0.804335318696848	0.827577594997509	-0.320733608294641	-0.328538825241734	-0.333202512993091	-0.556191361582636	-0.587944606074153	-0.564508144392579	-0.738718217703721	-1.57567689747393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06443569701338234	0.07953410316096084	-0.05290553194487056	-0.032101229088411426	0.01557783926980179	0.18853840838977387	-0.0954512209831656	-0.32729391702244576	0.3860205029987103
163	"chr1	126980000	127260000"	-1.9212192648253	-1.3166280871251	-1.01787576936981	-1.07354387322952	-1.4928717350537	-1.48810873403315	-1.81256591115843	-1.53773347842789	-0.105555909726441	-0.0121403356262233	-0.0948661218345368	-0.177089908451955	-0.16265274576818	-0.016476452255448	0.0513995539329686	0.00396006054341754	-2.00254795224309	-0.944829682174081	-0.698765039796629	-0.679249390926434	-1.06016739752673	-1.07074549426316	-1.81444291608875	-1.57567689747393									-1.0493623028950854	-0.9741274662448081	-0.9794903229385581	-0.9574949015224062	-0.9946060462890429	-1.0471657042811695	-1.090995951798901	-1.1152886837499234	0.47156060790017695
166	"chr1	129080000	129360000"	0.293541892575265	0.254276372895893	0.708461716621516	0.488374153872933	0.858812608477469	1.1585706787334	1.19804208995534	1.38609166561983	-0.566507593383351	-0.590126678030254	-0.667412595065944	-0.63331563452244	-0.7549942403343	-0.716143910759023	-0.704471847696128	-0.9212644003694	0.610717240502877	0.622213554533807	1.06368233973468	0.831437135107536	1.23663328813817	1.39630396785417	1.4241527111641	1.60846539356259	3.1838310686049454	3.5040610013092928	3.501464622992021	3.2810260720899205	3.69885188012501	3.08004191386479	3.37380826992273	4.235137302803338	-0.20890565907434297	-0.2296729725458958	-0.3014553947000408	-0.28570580382535604	-0.33351846166163807	-0.18257296308834015	-0.12630092781613103	-0.04623122939915566	0.3555267418674538
185	"chr1	136000000	136220000"	0.466552818129661	0.579893997942742	0.889619190717491	0.575447782915593	0.359481973007996	0.235216197343167	0.296797457396161	-0.126226118042798	-1.29137108612008	-1.52150853554064	-1.38552632169651	-1.50003467114537	-1.37538001139531	-1.05791325074318	-0.836805190754048	-0.665688811454347	1.23458686546889	1.5939160710933	1.69456350102221	1.54208487671406	1.22534963485863	0.881841333008861	0.800314712438473	0.320200907636941	0.0	0.46904197539260567	0.9826084725332478	0.4645427379853379	0.42289805721905577	0.0	0.0	0.0	0.8562902787533319	0.7979276058337671	0.9902595818993455	1.204556908542383	0.9507429823138793	0.9231493881000984	0.9915013679774947	0.6547703999827185	0.43901189072826724
190	"chr1	137580000	137680000"	0.616808074077317	0.538782894332778	0.536954161097857	0.433059740481642	0.303431859272977	0.419015091461369	0.296797457396161	0.285911785371275	-2.50698416489594	-2.689758292567	-3.10463143449659	-2.79781394276844	-2.54020855723976	-2.51846248908758	-2.48535831765863	-2.72296657349471	3.047528888473	3.45684942439949	3.79290511205394	3.07702898204018	2.82200071285615	3.17248998480658	2.94262882569175	2.91029402356338	4.9697586931175595	6.292297163359627	6.157818179277111	4.949919420278037	5.024315270947588	5.317680771059078	5.183750598624046	4.381209443589733	-0.09531941247994752	-0.1793396968865998	-0.1531063415968074	-0.05662723907947615	0.045175570433386075	0.24386571712457894	0.38501410835386457	0.30865399530025706	0.30244849545871544
194	"chr1	139160000	139460000"	-1.4382863852072	-1.11424212646837	-1.20663546378838	-1.07354387322952	-1.01571034939012	-1.04675429127555	-0.716633479183712	-0.22533758182491	-0.167128965959372	-0.210512209095386	-0.105109469290529	-0.344274205146826	-0.249937581622915	-0.322831327782174	-0.282301914005297	-0.559081975906107	-1.0278352749703	-0.697608712882503	-0.849667739407092	-0.610493390696911	-0.618700696226211	-0.597525124389557	-0.375901047670016	0.169136595492813									0.7486974880691172	0.660037194034737	0.623081199621113	0.4968324889110345	0.5782965627692704	0.5735507687754914	0.5845333285659321	0.5164913122146023	0.3340251474708681
195	"chr1	139460000	140000000"	-0.541074966270738	-0.66189827334101	-0.524566652612661	-0.353977144405453	-0.481992936159033	-0.27166322967907	0.173124900203	1.33564463709989	0.462513113522814	0.451517584391555	0.466626256023215	0.422339421154799	0.379917591539346	0.351647251496204	0.267587597044666	-0.0479090514356829	-0.617207281955026	-0.710509093519296	-0.610975642631052	-0.489317948425987	-0.562271334162562	-0.39837504991646	-0.0177451871755357	0.888774034589396	0.0	0.0	1.1073717073810567	0.0	0.0	1.0376858761440042	0.0	1.927735129849046	0.4898659810254728	0.06130586317596314	0.09707594059609778	0.13184593217107232	-0.012687071551798176	0.12759260283659735	0.3609228390378956	0.9875681241041057	0.4963959068438743
196	"chr1	140000000	140220000"	-0.658446952331347	-0.291103400459837	-0.196038664408668	-0.353977144405453	-0.0726161176073976	0.194153264250758	0.677428883548407	1.03496644910119	-1.03995444098811	-1.32648083059174	-1.09996074282394	-1.18859818059326	-1.15429409902804	-1.24393516283366	-1.24380286140198	-1.62378009347295	0.0466257639254597	0.566176758485235	0.49595566114835	0.405970901334424	0.647603196501066	0.929058542248159	1.338868149432	1.82950784940393	2.5728631796416987	2.691428716254376	2.8626101809620246	3.163221934528628	3.027540330516359	3.261122840310671	3.283907111122706	3.827164062633925	0.3569252785356978	0.3323298150744902	0.3288055747782447	0.09672484351038588	0.09687089263687376	0.41336150868145144	0.7615212727755055	0.9139695970150702	0.5312292299383432
201	"chr1	146020000	146240000"	-0.43999708808718	-0.133995627316298	-0.524566652612661	-0.141937099122614	-0.300972842883065	-0.893241479580413	-0.716633479183712	-0.993593602735111	-1.60753301481561	-1.49531156670391	-1.53116503357827	-1.61033775571481	-1.56232631944363	-1.40209289121954	-1.25192388084987	-1.02651175045725	0.517331186691666	0.826939922309113	0.361623579787976	0.886794184950343	0.622079589209003	-0.0853145682409569	-0.0211862608465215	-0.415280624543507	2.5418556018207865	2.347871661738168	1.6649048052528188	3.388117807413795	2.0903205981653143	0.6174008615080471	0.9795795638346082	0.09114592320221497	1.1902038199925378	0.9295251060255338	1.2347734584247565	0.9604677252387103	1.1575848222580751	1.344323085049016	1.3756798468280744	1.0715240646956317	0.4372188808742517
