TADs	SDOCs	log2n_SDOCs	QNed_SDOCs	QNed_log2n_SDOCs	log2_mean_expression	TAD_length_kb	mod_Zscore_SDOC	Zscore_SDOC	group
"chr1	8410000	8610000"	1446.645143414258	500.4569950075372	0.648007887439529	0.531360119394437	0.0	200.0	0.5462997725391067	0.27015936304866295	3
"chr1	8610000	8790000"	1921.3170902352567	709.1641356933042	0.945992341467668	1.03781926976003	0.0	180.0	0.9217673862244807	0.6621839426784897	3
"chr1	8790000	8940000"	1547.7471296851038	663.3201984364731	0.712614046011734	0.932536654363573	10.2104247862	150.0	0.6262718917641786	0.35365800654974017	3
"chr1	8940000	9070000"	1422.4744081067997	735.4086006383199	0.625410664006721	1.09914655147143	10.207029577	130.0	0.52718061378601	0.25019710824993263	3
"chr1	9070000	9160000"	8328.586504353265	2220.956401160871	2.82502404167035	2.74262770368315	4.91957844594	90.0	5.989945889862453	5.953853516721958	4
"chr1	9160000	9320000"	2174.134199059441	752.1268591386906	1.09146797412513	1.13729725001581	1.80838505066	160.0	1.1217468397919117	0.8709818745423756	3
"chr1	9320000	9540000"	2262.77534792093	662.7068352628738	1.13280220288606	0.931962286154912	0.310340120612	220.0	1.1918623813996487	0.9441892956951456	3
"chr1	9540000	9650000"	1261.1947252903376	732.100866443846	0.509750561881985	1.09265992816146	2.07467668629	110.0	0.3996076698853106	0.11699859023682148	3
"chr1	9650000	9800000"	3088.3325384826444	904.4906224109654	1.48185740723401	1.40841314302148	3.92552476975	150.0	1.8448817780102087	1.6260048374768525	3
"chr1	9800000	10000000"	2673.3717778546325	682.9567376767606	1.29687376070319	0.981867413860162	2.9015909919	200.0	1.5166459772439547	1.283294848320036	3
"chr1	10000000	10110000"	2536.5720875156785	1005.0929097720834	1.24264576043746	1.54729995780689	3.22670118455	110.0	1.4084368158884917	1.1703139960539917	3
"chr1	10110000	10230000"	850.9087525385022	567.2725016923348	0.129128415363864	0.717829630335341	0.0	120.0	0.07506964704781033	-0.22185056036762163	2
"chr1	10230000	10420000"	1321.022296728442	523.4427007327793	0.553207657510149	0.601690011007098	2.68706068834	190.0	0.4469315440491387	0.16640930157203515	3
"chr1	10420000	10560000"	1927.295329589207	711.3707225008429	0.954578302315992	1.04716308462906	4.23585468114	140.0	0.9264962000490614	0.6671212826358112	3
"chr1	10560000	10750000"	946.2991004286207	442.7662395544952	0.22624811522195	0.382829512220854	0.0	190.0	0.1505238349996988	-0.1430690750011215	2
"chr1	10750000	11690000"	660.8968965583158	104.18201307815688	-0.106490986886202	-0.921670938360964	4.59164950009	940.0	-0.07523057316662225	-0.37877855761749085	2
"chr1	11690000	11970000"	1356.795903048923	361.8122408130462	0.578447416924233	0.114902513663496	2.68277757275	280.0	0.4752286251975561	0.19595419689090282	3
"chr1	11970000	12060000"	2478.598320197196	1281.41674241204	1.21892072215962	1.92134647534897	4.55387244225	90.0	1.3625793089993594	1.1224343142763025	3
"chr1	12060000	12160000"	6948.292800386796	1852.8780801031457	2.62101233200557	2.5538731514734	4.08470210801	100.0	4.898127452551952	4.813889247320534	4
"chr1	12160000	12310000"	3707.2224565610836	1085.7470513192557	1.74908769669513	1.68332149150132	4.47848651208	150.0	2.3344264461354505	2.1371369184787476	4
"chr1	12310000	12740000"	1032.4598683422087	263.7588341831873	0.309519703996452	-0.206009762390495	3.32696871159	430.0	0.21867738428457736	-0.07191016399295756	2
"chr1	13740000	13970000"	218.61576717737918	145.74384478491945	-0.900217198149781	-0.703827006156924	0.0	230.0	-0.4250769067005383	-0.7440520375123351	1
"chr1	13970000	14150000"	1981.23866346257	645.6969375902015	0.982742267756381	0.901100248668329	4.28872767951	180.0	0.9691656162201899	0.7116722887088773	3
"chr1	14150000	14310000"	443.31834545619256	295.5455636374617	-0.424992295583739	-0.108598977325643	0.0	160.0	-0.2473361713983259	-0.5584734829307035	2
"chr1	14310000	14930000"	369.2472757576282	113.86477375241031	-0.555911574807919	-0.870165901021579	1.17632277264	620.0	-0.30592671581347913	-0.6196476899926211	1
"chr1	14930000	15430000"	582.1300317001082	155.23467512002887	-0.205628821404691	-0.669113748760562	0.0	500.0	-0.13753551236485592	-0.4438309528382319	2
"chr1	15430000	15630000"	2525.4718528239096	673.4591607530426	1.24068240143745	0.96134375358829	0.892714826844	200.0	1.3996564810509713	1.1611464754790415	3
"chr1	15630000	15840000"	1116.9918709123453	442.59755725160846	0.381797511878286	0.381960835253583	2.94298359819	210.0	0.28554257296408464	-0.0020964263268426265	2
"chr1	15840000	16120000"	1697.9651530684855	433.77309180658625	0.816603056436006	0.361050929139205	2.68506801531	280.0	0.7450950140279461	0.47772086272670544	3
"chr1	16120000	16390000"	3537.0903870707934	646.864110596364	1.67838892937241	0.903674488488125	2.41006969176	270.0	2.1998512251419027	1.9966273445084224	4
"chr1	16390000	16690000"	1659.3298297113008	391.5951576393497	0.788718191538762	0.215895556379419	3.95592385037	300.0	0.7145343020203427	0.44581251739599986	3
"chr1	16690000	16860000"	1774.2712931375052	578.2450956367264	0.859583909559333	0.750784664880961	5.02525032156	170.0	0.8054535090119797	0.5407409815352281	3
"chr1	16860000	16960000"	2051.7141075331397	709.7764656004348	1.01830164428515	1.03859200631108	1.52606881167	100.0	1.024912004827757	0.7698769214473887	3
"chr1	17390000	17590000"	1757.8826692461525	542.078237425862	0.856583680074213	0.651708185700167	0.672048117485	200.0	0.7924900348794042	0.5272058580994595	3
"chr1	17590000	17720000"	789.985027575829	458.5721075171713	0.061174117291473	0.426773579228403	0.0703893278914	130.0	0.0268787105878868	-0.2721665687770711	2
"chr1	17720000	17810000"	372.5666790903401	372.5666790903401	-0.551224657751829	0.158007172433275	5.12536180635	90.0	-0.30330105306568117	-0.6169062436003425	1
"chr1	17810000	17970000"	1435.977929530524	568.9927925422719	0.634014069055415	0.723698281254558	0.67355642399	160.0	0.5378619590798938	0.2613494679904045	3
"chr1	17970000	18900000"	387.34737214555395	91.41241996650945	-0.520199334554112	-1.00600575428715	0.184809238528	930.0	-0.2916094593508541	-0.6046990865934576	1
"chr1	18900000	19190000"	144.05805672575443	114.16330891854096	-1.14213285864848	-0.868642392582899	0.0036022366802	290.0	-0.4840523861081581	-0.805628154014924	1
"chr1	19190000	19390000"	1288.6292077924286	475.6370632509015	0.529627385931847	0.471484605854817	2.28342795233	200.0	0.4213084671343162	0.13965632584195473	3
"chr1	19390000	19670000"	1107.3589199362214	341.4762441308179	0.376181732792342	0.0462359337868291	4.12294875346	280.0	0.2779228660486528	-0.010052138861153866	2
"chr1	19670000	19820000"	1799.7818404383124	622.6222205461527	0.877378097164947	0.84867533104192	6.81794296833	150.0	0.8256324649898733	0.5618097673539467	3
"chr1	19820000	19980000"	628.947814570572	365.09290021735455	-0.146167766019049	0.132950562564142	5.35120427726	160.0	-0.10050243861752121	-0.4051648345392389	2
"chr1	19980000	20220000"	950.6045802706308	328.8551541809657	0.2284962269208	0.00524413680845399	2.00045077177	240.0	0.15392948863665074	-0.1395132425225588	2
"chr1	20220000	20530000"	1180.9462963210376	364.1683816581656	0.44629979735277	0.130657158590924	0.0555923259633	310.0	0.3361308069088985	0.05072259300687073	2
"chr1	20530000	20830000"	769.4156490570049	283.99371791649554	0.031613294192445	-0.139495717183574	0.0250287944915	300.0	0.010608241015842507	-0.28915451597111436	2
"chr1	20830000	20990000"	995.0193553879452	465.5620808151554	0.268930677409679	0.44660228852617	4.86071454955	160.0	0.1890617726010943	-0.10283173298459466	2
"chr1	20990000	21530000"	656.3245674399229	202.39079144553855	-0.110596304618236	-0.436734357461365	5.55903286775	540.0	-0.07884730576387118	-0.38255477698872564	2
"chr1	21530000	21710000"	1923.5822876308816	626.9063971098299	0.948758763585882	0.85829217976532	4.43596189544	180.0	0.9235591674037935	0.6640547358920884	3
"chr1	21710000	21830000"	1202.8113159563854	621.8444294380645	0.461921295523795	0.847558672586674	2.0232553523	120.0	0.35342613434640513	0.06878059114337647	2
"chr1	21830000	21980000"	682.5634353921046	396.2158042949406	-0.0855818626961907	0.227872932304823	0.310340120612	150.0	-0.05809224492281741	-0.36088448185583133	2
"chr1	21980000	22130000"	1965.9229826224282	778.9785516906095	0.97574094806195	1.18833648196948	5.59477246042	150.0	0.9570508447964146	0.6990232931587667	3
"chr1	22130000	22330000"	798.5777517578053	412.858708440827	0.0690025571449845	0.286813952872447	0.171527106039	200.0	0.03367559349885418	-0.26506996425288465	2
"chr1	22330000	22440000"	2242.7730053874457	961.188430880334	1.12065322351678	1.48835697015833	8.71469199704	110.0	1.1760404398051163	0.9276696551816985	3
"chr1	22440000	22740000"	343.1357906606265	199.1841581740743	-0.611082510591194	-0.455166590805864	0.0214797274105	300.0	-0.3265810162515237	-0.6412127814989088	1
"chr1	22740000	23000000"	859.5202394727111	297.34514932905984	0.141822124326167	-0.10131048026406	1.09085343045	260.0	0.08188137137895031	-0.2147384599623199	2
"chr1	23000000	23290000"	821.9757767940647	303.3938251387853	0.0978522543210759	-0.0841020441338909	0.367371065649	290.0	0.05218353500277431	-0.2457458795024817	2
"chr1	23290000	23400000"	1229.279656024275	713.5747424490593	0.483119172091785	1.05293214990722	4.86402101989	110.0	0.3743627086480062	0.090640403921667	2
"chr1	23400000	23530000"	1806.0777467191626	845.0502086451247	0.880568938816294	1.32014117886813	2.33413917884	130.0	0.830612554761534	0.5670094637541003	3
"chr1	23530000	23620000"	777.948029798465	616.5092273702359	0.0427838600913402	0.835579075747005	0.0	90.0	0.017357391997918907	-0.2821077482069475	2
"chr1	23620000	23740000"	1437.6912067624753	743.275571419509	0.635458062269354	1.11512020767309	6.14754414315	120.0	0.5392171689636259	0.2627644384582049	3
"chr1	23740000	23990000"	1907.528532940467	532.3218061571446	0.940923921538454	0.62523668576718	2.79618241072	250.0	0.910860576293303	0.6507961760042771	3
"chr1	23990000	24110000"	2761.487057478808	1094.2133580826796	1.33608809498808	1.69585287648151	9.77105197275	120.0	1.5863455539543199	1.3560679618039437	3
"chr1	24110000	24260000"	5775.49477834618	1226.4487632300745	2.35583767950215	1.84966893466928	4.72662689341	150.0	3.9704390192673658	3.845292609873694	4
"chr1	24260000	24380000"	2876.6776732536873	1061.7907091907368	1.38766312880041	1.6426509584635	6.89206715229	120.0	1.677461841558004	1.4512021972035283	3
"chr1	24380000	24510000"	1188.2871913104475	614.3355659249546	0.453265319262673	0.827681657911392	0.0	130.0	0.34193748738042856	0.05678533021222606	2
"chr1	24510000	24730000"	2130.2542395024475	594.4764467548064	1.06787032530704	0.784841507942834	1.11436702495	220.0	1.087037597305989	0.8347420613098672	3
"chr1	24730000	24970000"	1032.4626921959066	381.0852026809584	0.309630261202185	0.175170636749915	3.37670712641	240.0	0.21867961796536778	-0.07190783181372035	2
"chr1	24970000	25180000"	2123.968419076739	654.968091502409	1.06393827054752	0.920159901296857	5.31958180857	210.0	1.0820654854904457	0.829550694669137	3
"chr1	25180000	25250000"	665.2406192752375	665.2406192752375	-0.104072434074023	0.936418127471311	0.0	70.0	-0.07179466924612248	-0.3751911409109967	2
"chr1	25250000	25390000"	4463.967558879767	1140.3938450917524	1.99346134560089	1.74815544875226	3.96809075205	140.0	2.9330151759700334	2.76212156863606	4
"chr1	25390000	25560000"	1435.3522373282449	529.7929914711256	0.633870633585863	0.616979516081909	5.54504168347	170.0	0.5373670337748179	0.26083271800292596	3
"chr1	25560000	25700000"	1759.145358228239	697.044856527361	0.856804993325849	1.00677582647566	6.33139471038	140.0	0.7934888274604825	0.5282486943587347	3
"chr1	25700000	25860000"	2242.2271135927117	730.7545563936462	1.11958548720678	1.09016096736041	3.01212167271	160.0	1.175608636976085	0.9272188111771451	3
"chr1	25860000	26140000"	1392.7294692374003	429.47595371596987	0.60298600138156	0.343968877866728	1.71094415458	280.0	0.5036522353105019	0.2256312007121347	3
"chr1	26140000	26350000"	1791.6823787972064	552.5010530662246	0.871428552706968	0.682623488647796	5.0138769511	210.0	0.8192257549348778	0.5551205411075937	3
"chr1	26350000	26570000"	1340.366946020244	463.69077936387447	0.566021081436681	0.440450967845034	2.43679481218	220.0	0.46223324737459864	0.18238576291021696	3
"chr1	26570000	26780000"	1663.101789511533	542.014322752827	0.790534385934016	0.651487210722294	5.85180257271	210.0	0.7175179389396833	0.4489277235188177	3
"chr1	26780000	26910000"	3310.4925930796426	969.555405284386	1.57226830998143	1.49970328372669	6.98939449984	130.0	2.0206113658116194	1.8094835591439042	4
"chr1	26910000	27030000"	3664.425965323271	1267.6831048594825	1.73075025561205	1.89408487163544	2.87184364851	120.0	2.3005742318919404	2.1017919257959132	4
"chr1	27030000	27120000"	4473.689372333117	1772.6574737556894	1.99856435721148	2.43397042355723	3.47897180503	90.0	2.94070517349879	2.7701506713833646	4
"chr1	27120000	27240000"	3643.577107166408	1187.4624816070584	1.72047150209893	1.79292487648725	4.10726939359	120.0	2.284082692687551	2.0845731604792674	4
"chr1	27240000	27440000"	1550.2188254184305	505.2251233670064	0.714842180703588	0.543707052273948	0.0071955014042	200.0	0.6282270140438159	0.35569934370336725	3
"chr1	27440000	27620000"	2215.7668840132073	722.1310172297375	1.10731126576994	1.07048739210858	1.85499301676	180.0	1.1546784781067423	0.9053656967319267	3
"chr1	27620000	27730000"	2460.2142255698845	1151.1157525782921	1.20801360115486	1.76498001420351	1.94360881815	110.0	1.3480374086706979	1.107251160908142	3
"chr1	27730000	27850000"	3254.0901275155948	1289.4027065197859	1.55053778375956	1.94080448329392	4.53853816363	120.0	1.9759967655742674	1.7629015923752427	4
"chr1	27850000	27920000"	4292.230262061425	2219.0508543778647	1.93473807840857	2.73275273813649	0.0	70.0	2.7971702130456153	2.6202862610244173	4
"chr1	27920000	28010000"	10070.722560886998	2211.690508207755	3.04220827262944	2.69356066219607	5.97930133309	90.0	7.3679832317419365	7.392658063303155	4
"chr1	28010000	28160000"	1128.9430751290663	583.6551029314927	0.391845205571617	0.759499660389124	4.5289879817	150.0	0.29499602846734607	0.007773897463109605	2
"chr1	28160000	28570000"	2966.0362238743232	412.54459049713563	1.43153169193538	0.284551432192262	6.01369571957	410.0	1.7481448511367568	1.5250021099179734	3
"chr1	28570000	28690000"	3909.3319789308216	1144.9395655338042	1.78865000683565	1.75471093721859	4.39523421222	120.0	2.494295974080975	2.304056200473014	4
"chr1	28690000	28830000"	1656.996912659393	775.2964064314335	0.786919355734308	1.18357279823611	2.13750352375	140.0	0.7126889542927762	0.44388579551426566	3
"chr1	28830000	28970000"	1854.5670323292868	794.8144424268372	0.909959140059378	1.23971405091799	4.88068552526	140.0	0.8689677945840539	0.6070560515821102	3
"chr1	28970000	29090000"	1710.2675812585928	800.2213520469774	0.822477583568773	1.24420389538234	4.68472524729	120.0	0.7548262892507837	0.487881257230642	3
"chr1	29090000	29210000"	1620.9976773235644	758.4526346797088	0.7658447077131	1.14983601657814	0.0	120.0	0.6842133995932294	0.4141545565100669	3
"chr1	29210000	29560000"	1086.7514772645723	277.62851756205333	0.360267954117246	-0.161228463177978	5.0807109534	350.0	0.2616222875630233	-0.027071522679185736	2
"chr1	31170000	31270000"	6370.470860016633	1698.7922293377687	2.52113036251705	2.3598207897523	7.62424714584	100.0	4.441067736807571	4.336674605099586	4
"chr1	31270000	31410000"	990.2900135946704	574.8455511629633	0.266258213072073	0.737432761558454	0.280956313831	140.0	0.1853208422821323	-0.10673762681474655	2
"chr1	31410000	31560000"	1188.9692759390155	614.6881985623879	0.453800887678846	0.828405816814813	5.1070601102	150.0	0.3424770193446305	0.05734865387518345	2
"chr1	31560000	31870000"	311.1563535867636	180.62066982395314	-0.671980321979151	-0.545178181594527	4.85636327507	310.0	-0.3518768927100768	-0.6676241282398344	1
"chr1	31870000	32020000"	2414.9844653091955	835.4473617808519	1.1904677089082	1.30113122949642	1.65878273401	150.0	1.312260467845824	1.0698965671266791	3
"chr1	32020000	32110000"	2369.4807678048564	1225.0037861911053	1.1673010742487	1.84487295875193	4.36806987653	90.0	1.2762668414471312	1.0323157326046248	3
"chr1	32110000	32270000"	1921.7289039271056	709.3161374125056	0.946701450989259	1.03813099757022	4.40769264867	160.0	0.9220931326798948	0.6625240535498275	3
"chr1	32270000	32650000"	1948.260032330875	329.6516838084248	0.963255005742501	0.0095501405951653	6.77351602478	380.0	0.9430793728334551	0.68443572229126	3
"chr1	32650000	32880000"	3019.0008689411984	641.0965681738027	1.45781154205965	0.892742062429121	5.78919670509	230.0	1.7900401201243965	1.5687448312998518	3
"chr1	32880000	33140000"	1360.0852550388997	419.4094581503334	0.58031093128773	0.310149466461449	6.17888889324	260.0	0.4778305172000627	0.19867082432119718	3
"chr1	33140000	33280000"	1214.9831711930644	628.1371873082688	0.469392968258187	0.861894087815544	0.107687869314	140.0	0.3630541257843805	0.0788331473654816	2
"chr1	33280000	33360000"	1458.6572911531896	972.4381941021264	0.656495787899747	1.50118736743959	5.05934446082	80.0	0.555801434638539	0.2800800191972806	3
"chr1	33360000	33570000"	2793.9820624329277	685.3350385717895	1.35813967713647	0.985815554965407	6.10053619622	210.0	1.6120492468911574	1.382905108474446	3
"chr1	33570000	33730000"	830.147296353499	429.1799262297694	0.108049651604499	0.343143464900757	1.10097764772	160.0	0.058647243190528574	-0.23899714168117506	2
"chr1	33730000	33830000"	1046.426117199584	697.6174114663893	0.325266420962073	1.0074789116035	0.0	100.0	0.22972474902929085	-0.060375644470608746	2
"chr1	33830000	33970000"	1849.0077122234838	682.4745185442888	0.907286630206388	0.981429820658481	2.55581615506	140.0	0.8645703477414116	0.6024646908705683	3
"chr1	33970000	34110000"	155.1089037144948	155.1089037144948	-1.1082779242964	-0.669163847173135	0.0	140.0	-0.47531111716262	-0.7965014220175344	1
"chr1	34110000	34910000"	221.30849146475435	81.68565504821196	-0.891312426056648	-1.06087962107729	0.0262098793228	800.0	-0.4229469498550484	-0.7418281561267024	1
"chr1	34910000	35080000"	1537.1904096166863	567.3817787663427	0.705711515627185	0.718518942776743	0.0	170.0	0.6179214794025905	0.344939366708461	3
"chr1	35080000	35220000"	473.114351605557	315.409567737038	-0.374740705378388	-0.0429413142477587	0.0143552929771	140.0	-0.22376739847803484	-0.5338653996774558	2
"chr1	35220000	35340000"	1435.2443712187976	671.5400583160938	0.633206051687525	0.957075834715447	2.47378691161	120.0	0.5372817112041817	0.260743632969577	3
"chr1	35340000	35640000"	1010.945856997024	311.745350176831	0.283610622361508	-0.0576093147993739	3.64169052256	300.0	0.20165970596026142	-0.08967826954508086	2
"chr1	35640000	35900000"	672.7421108603902	314.7709793665565	-0.09639966483111	-0.0451219641010908	6.4427776593	260.0	-0.0658609561555944	-0.36899576933919587	2
"chr1	35900000	36040000"	3332.987903966688	1027.79340166018	1.58665996934236	1.57854490102559	4.02340322244	140.0	2.038405256422675	1.8280621055551625	4
"chr1	36040000	36260000"	1193.1328273802585	440.3890511340972	0.455777796398683	0.375608474288796	4.81284046114	220.0	0.3457704069875479	0.06078726977496819	2
"chr1	36260000	36550000"	592.0826250259014	277.0310119385419	-0.190197884472935	-0.162785704584857	3.16168617458	290.0	-0.12966296693417823	-0.4356112523884768	2
"chr1	36550000	36770000"	1836.8214092271394	598.6305338728258	0.898169598502901	0.795275641892504	4.92406028543	220.0	0.854930928061508	0.5924002024562462	3
"chr1	36770000	36940000"	1957.226487890574	637.871233136898	0.969139994145797	0.885574539147957	4.179738515	170.0	0.9501718789205817	0.691840986063644	3
"chr1	36940000	37800000"	392.63177577377616	109.56924230768848	-0.510258975582077	-0.89486377257861	0.0107798387532	860.0	-0.2874294726604101	-0.6003347753574086	1
"chr1	37800000	37900000"	271.3725216043667	271.3725216043667	-0.752401551712	-0.181520357683457	0.0	100.0	-0.38334608013042265	-0.7004810099523832	1
"chr1	37900000	38040000"	1772.7818539477933	702.4481901165456	0.85891783406446	1.02194177948058	4.19120730223	140.0	0.8042753560117109	0.5395108756144096	3
"chr1	38040000	38170000"	1264.9909154822903	653.9908160549292	0.510832165624328	0.918243981624397	4.92552476975	130.0	0.4026104731518913	0.1201338078837922	3
"chr1	38170000	38260000"	876.4163061522107	694.5434901359032	0.154547382102113	1.00103395948025	1.27052894238	90.0	0.09524623500594073	-0.20078424699104822	2
"chr1	38260000	38490000"	1990.3054844923963	530.7481291979724	0.990443357563939	0.620338086735949	4.41912684811	230.0	0.9763375118390077	0.7191604428469118	3
"chr1	38490000	39070000"	1407.0576797119759	232.3613321776863	0.614534099724068	-0.323437012474675	0.13750352375	580.0	0.5149859132986375	0.23746465901056954	3
"chr1	39070000	39300000"	634.9616986667095	297.09380834500735	-0.13832604995595	-0.102129999419915	0.0	230.0	-0.09574542964389275	-0.40019805611359105	2
"chr1	39300000	39460000"	1140.5323544172277	488.7995804645262	0.401278017117058	0.504193796202747	4.4145414876	160.0	0.30416319974806266	0.017345312777584502	2
"chr1	39460000	39550000"	1285.0981337637645	856.732089175843	0.527253647838314	1.32843671748456	8.27994713195	90.0	0.4185153719278938	0.13674006373504144	3
"chr1	39550000	39740000"	2543.034438807431	744.7872836581129	1.24611072990697	1.11946872237648	0.0	190.0	1.4135485644014618	1.1756511569406554	3
"chr1	39740000	39920000"	1016.5752204819329	525.5617648216275	0.291485029535313	0.606684120375759	0.226508529809	180.0	0.20611255742620954	-0.08502906103690007	2
"chr1	39920000	40030000"	1732.2590703750689	895.5649476907286	0.836076051867162	1.39580783879558	0.0143552929771	110.0	0.7722216546083764	0.5060437046515585	3
"chr1	40030000	40260000"	2100.786310437726	515.3012563871779	1.05227827755204	0.578903109059737	4.43438994288	230.0	1.063728334813691	0.8104049320956241	3
"chr1	40260000	40370000"	3187.681169505644	1263.0887794803514	1.53351939036606	1.88849622782053	4.11311703639	110.0	1.9234669854633495	1.7080554106662502	4
"chr1	40370000	40530000"	4142.289541542332	942.2461866710472	1.89085500427286	1.46499632579784	7.1783660739	160.0	2.678566438576509	2.4964524252046294	4
"chr1	40530000	40790000"	2224.7604041663044	593.2694411110144	1.1136368730272	0.782085578845967	4.11486671729	260.0	1.1617923924071971	0.9127933127539449	3
"chr1	40790000	40890000"	2423.36789424344	1133.875630976782	1.1931985494277	1.73766683443922	6.32606989215	100.0	1.3188917972882372	1.076820317783979	3
"chr1	40890000	41020000"	2385.739230194908	945.326804089572	1.17354346074199	1.46796366563668	2.37155886261	130.0	1.2891273572553008	1.0457433575708226	3
"chr1	41020000	41150000"	1253.3692169769363	647.9824850887237	0.503953788061611	0.904360215068122	2.017921908	130.0	0.3934176581266931	0.11053561801464433	3
"chr1	41150000	41330000"	2617.037560388132	697.8766827701685	1.27127240264586	1.00771515155305	4.16765230341	180.0	1.4720853615542386	1.2367692466513782	3
"chr1	41330000	41460000"	1187.044150543369	613.6929231710014	0.452878272248647	0.826207081554946	4.40394936423	130.0	0.3409542366245025	0.055758721124749305	2
"chr1	41460000	41720000"	922.4456275015289	340.4775606670368	0.20724227459159	0.0438595745794677	3.78972925138	260.0	0.13165563219558135	-0.16276930746605164	2
"chr1	41720000	42350000"	1494.1474580239249	186.4917805391319	0.679182044776007	-0.517658599360089	0.615887073916	630.0	0.5838743139260014	0.309390826043296	3
"chr1	42350000	42520000"	1164.5918182213077	499.1107792377033	0.423662981655575	0.528310696577723	1.92029330021	170.0	0.323194342248831	0.03721567007820314	2
"chr1	42520000	42630000"	790.033206682391	526.6888044549273	0.0614636778352573	0.608899524854348	0.0	110.0	0.026916820474707514	-0.272126778361557	2
"chr1	42630000	42810000"	1424.8365372086432	525.9116137306017	0.628451496396006	0.607645806076841	4.18388345903	180.0	0.5290490683745438	0.2521479559340718	3
"chr1	42810000	43120000"	515.2048851016715	220.80209361500206	-0.309473478947824	-0.358455254261742	3.29038753976	310.0	-0.19047359993701837	-0.49910344711059834	2
"chr1	43120000	43230000"	1435.3179017284053	742.0485905163401	0.633574116917901	1.11292339750389	7.65650828809	110.0	0.5373398741631692	0.26080436073601015	3
"chr1	43230000	43370000"	845.3738431232575	490.72431925769826	0.120844572394782	0.508265819217443	3.55274593675	140.0	0.07069150916958784	-0.2264217606488523	2
"chr1	43370000	44110000"	1000.2679612574027	139.12680268122878	0.274969205482894	-0.744221486547855	4.12845838415	740.0	0.19321344310569946	-0.098496986591013	2
